geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_2w,timeframe_4w,sum2w,sum4w,mean2w,mean4w,sumTotal_last2w,sumTotal_last4w,inzmean2w,inzmean4w,inzsumTotal_last2w,inzsumTotal_last4w,inzsum2w,inzsum4w,entries_letzter_stand,entries_neu_gemeldet,entries_diff_last_age,entries_diff_last
GL,202130,0,TRUE,69,NA,NA,41190,0,167.52,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
GR,202130,0,TRUE,188,NA,NA,201376,0,93.36,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
JU,202130,0,TRUE,61,NA,NA,73798,0,82.66,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
LU,202130,1,TRUE,334,1,100,420326,0.24,79.46,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,0,0,0,0,FALSE,FALSE,2,2,1,0.5,NA,NA,0.24,0.12,NA,NA,0.48,0.48,1,0,7,0
NE,202130,0,TRUE,357,NA,NA,176166,0,202.65,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
NW,202130,0,TRUE,23,NA,NA,43894,0,52.4,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
OW,202130,0,TRUE,38,NA,NA,38435,0,98.87,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SG,202130,1,TRUE,723,1,100,519245,0.19,139.24,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,1,0.19,NA,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,0.1,0.1,NA,NA,0.19,0.39,1,0,7,0
SH,202130,0,TRUE,71,NA,NA,83995,0,84.53,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SO,202130,0,TRUE,275,NA,NA,280245,0,98.13,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,-1,-0.36,-100,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,0.18,0.09,NA,NA,0.36,0.36,0,0,7,0
SZ,202130,0,TRUE,222,NA,NA,163689,0,135.62,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
TG,202130,0,TRUE,428,NA,NA,285964,0,149.67,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.09,NA,NA,0,0.35,0,0,7,0
TI,202130,1,TRUE,888,1,100,352181,0.28,252.14,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,1,0.28,NA,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,0.14,0.07,NA,NA,0.28,0.28,1,0,7,0
UR,202130,0,TRUE,50,NA,NA,37047,0,134.96,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
VD,202130,0,TRUE,1017,NA,NA,822968,0,123.58,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
VS,202130,0,TRUE,672,NA,NA,353209,0,190.26,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
ZG,202130,1,TRUE,96,1,100,129787,0.77,73.97,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,1,0.77,NA,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,0.39,0.19,NA,NA,0.77,0.77,1,0,7,0
ZH,202130,2,TRUE,1394,1,100,1564662,0.13,89.09,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-30,2,0.13,NA,NA,FALSE,FALSE,2,3,1,0.75,NA,NA,0.06,0.05,NA,NA,0.13,0.19,2,0,7,0
AG,202131,1,TRUE,678,1,100,703086,0.14,96.43,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,0,0,FALSE,FALSE,2,2,1,0.5,NA,NA,0.14,0.07,NA,NA,0.28,0.28,1,0,7,1
AI,202131,0,TRUE,16,NA,NA,16360,0,97.8,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
AR,202131,0,TRUE,64,NA,NA,55585,0,115.14,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
BE,202131,0,TRUE,1107,NA,NA,1047473,0,105.68,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,-2,-0.19,-100,NA,FALSE,FALSE,2,5,1,1.25,NA,NA,0.1,0.12,NA,NA,0.19,0.48,0,0,7,0
BL,202131,0,TRUE,219,NA,NA,292817,0,74.79,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
BS,202131,1,TRUE,214,1,100,196036,0.51,109.16,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,-1,-0.51,-50,0,FALSE,FALSE,3,4,1.5,1,NA,NA,0.77,0.51,NA,NA,1.53,2.04,1,0,7,0
FL,202131,0,TRUE,59,NA,NA,39055,0,151.07,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
FR,202131,0,TRUE,453,NA,NA,329809,0,137.35,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
GE,202131,0,TRUE,751,NA,NA,509448,0,147.41,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
GL,202131,0,TRUE,69,NA,NA,41190,0,167.52,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
GR,202131,0,TRUE,188,NA,NA,201376,0,93.36,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
JU,202131,0,TRUE,61,NA,NA,73798,0,82.66,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
LU,202131,0,TRUE,334,NA,NA,420326,0,79.46,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,-1,-0.24,-100,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,0.12,0.12,NA,NA,0.24,0.48,0,0,7,0
NE,202131,0,TRUE,357,NA,NA,176166,0,202.65,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
NW,202131,0,TRUE,23,NA,NA,43894,0,52.4,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
OW,202131,0,TRUE,38,NA,NA,38435,0,98.87,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SG,202131,0,TRUE,723,NA,NA,519245,0,139.24,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,-1,-0.19,-100,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,0.1,0.05,NA,NA,0.19,0.19,0,0,7,0
SH,202131,0,TRUE,71,NA,NA,83995,0,84.53,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SO,202131,0,TRUE,275,NA,NA,280245,0,98.13,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.09,NA,NA,0,0.36,0,0,7,0
SZ,202131,0,TRUE,222,NA,NA,163689,0,135.62,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
TG,202131,0,TRUE,428,NA,NA,285964,0,149.67,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.09,NA,NA,0,0.35,0,0,7,0
TI,202131,0,TRUE,888,NA,NA,352181,0,252.14,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,-1,-0.28,-100,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,0.14,0.07,NA,NA,0.28,0.28,0,0,7,0
UR,202131,0,TRUE,50,NA,NA,37047,0,134.96,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
VD,202131,0,TRUE,1017,NA,NA,822968,0,123.58,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
VS,202131,0,TRUE,672,NA,NA,353209,0,190.26,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
ZG,202131,0,TRUE,96,NA,NA,129787,0,73.97,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,-1,-0.77,-100,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,0.39,0.19,NA,NA,0.77,0.77,0,0,7,0
ZH,202131,1,TRUE,1395,1,100,1564662,0.06,89.16,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-31,-1,-0.07,-50,0,FALSE,FALSE,3,3,1.5,0.75,NA,NA,0.1,0.05,NA,NA,0.19,0.19,1,0,7,0
AG,202132,0,TRUE,678,NA,NA,703086,0,96.43,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,-1,-0.14,-100,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,0.07,0.07,NA,NA,0.14,0.28,0,0,7,1
AI,202132,0,TRUE,16,NA,NA,16360,0,97.8,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
AR,202132,0,TRUE,64,NA,NA,55585,0,115.14,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
BE,202132,0,TRUE,1107,NA,NA,1047473,0,105.68,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,4,0,1,NA,NA,0,0.1,NA,NA,0,0.38,0,0,7,0
BL,202132,2,TRUE,221,1,100,292817,0.68,75.47,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,2,0.68,NA,NA,FALSE,FALSE,2,2,1,0.5,NA,NA,0.34,0.17,NA,NA,0.68,0.68,2,0,7,0
BS,202132,2,TRUE,216,1,100,196036,1.02,110.18,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,1,0.51,100,0,FALSE,FALSE,3,6,1.5,1.5,NA,NA,0.77,0.77,NA,NA,1.53,3.06,2,0,7,0
FL,202132,0,TRUE,59,NA,NA,39055,0,151.07,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
FR,202132,0,TRUE,453,NA,NA,329809,0,137.35,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
GE,202132,1,TRUE,752,1,100,509448,0.2,147.61,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,1,0.2,NA,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,0.1,0.05,NA,NA,0.2,0.2,1,0,7,0
GL,202132,0,TRUE,69,NA,NA,41190,0,167.52,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
GR,202132,0,TRUE,188,NA,NA,201376,0,93.36,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
JU,202132,0,TRUE,61,NA,NA,73798,0,82.66,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
LU,202132,3,TRUE,337,1,100,420326,0.71,80.18,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,3,0.71,NA,NA,FALSE,FALSE,3,5,1.5,1.25,NA,NA,0.36,0.3,NA,NA,0.71,1.19,3,0,7,0
NE,202132,0,TRUE,357,NA,NA,176166,0,202.65,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
NW,202132,0,TRUE,23,NA,NA,43894,0,52.4,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
OW,202132,0,TRUE,38,NA,NA,38435,0,98.87,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SG,202132,2,TRUE,725,1,100,519245,0.39,139.63,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,2,0.39,NA,NA,FALSE,FALSE,2,3,1,0.75,NA,NA,0.19,0.14,NA,NA,0.39,0.58,2,0,7,0
SH,202132,0,TRUE,71,NA,NA,83995,0,84.53,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SO,202132,0,TRUE,275,NA,NA,280245,0,98.13,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.09,NA,NA,0,0.36,0,0,7,0
SZ,202132,0,TRUE,222,NA,NA,163689,0,135.62,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
TG,202132,0,TRUE,428,NA,NA,285964,0,149.67,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
TI,202132,1,TRUE,889,1,100,352181,0.28,252.43,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,1,0.28,NA,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,0.14,0.14,NA,NA,0.28,0.57,1,0,7,0
UR,202132,0,TRUE,50,NA,NA,37047,0,134.96,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
VD,202132,1,TRUE,1018,1,100,822968,0.12,123.7,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,1,0.12,NA,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,0.06,0.03,NA,NA,0.12,0.12,1,0,7,0
VS,202132,0,TRUE,672,NA,NA,353209,0,190.26,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
ZG,202132,0,TRUE,96,NA,NA,129787,0,73.97,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.19,NA,NA,0,0.77,0,0,7,0
ZH,202132,3,TRUE,1398,1,100,1564662,0.19,89.35,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-32,2,0.13,200,0,FALSE,FALSE,4,6,2,1.5,NA,NA,0.13,0.1,NA,NA,0.26,0.38,3,0,7,0
AG,202133,3,TRUE,681,1,100,703086,0.43,96.86,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,3,0.43,NA,NA,FALSE,FALSE,3,5,1.5,1.25,NA,NA,0.21,0.18,NA,NA,0.43,0.71,3,0,7,1
AI,202133,0,TRUE,16,NA,NA,16360,0,97.8,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
AR,202133,0,TRUE,64,NA,NA,55585,0,115.14,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
BE,202133,5,TRUE,1112,1,100,1047473,0.48,106.16,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,5,0.48,NA,NA,FALSE,FALSE,5,7,2.5,1.75,NA,NA,0.24,0.17,NA,NA,0.48,0.67,5,0,7,0
BL,202133,3,TRUE,224,1,100,292817,1.02,76.5,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,1,0.34,50,0,FALSE,FALSE,5,5,2.5,1.25,NA,NA,0.85,0.43,NA,NA,1.71,1.71,3,0,7,0
BS,202133,0,TRUE,216,NA,NA,196036,0,110.18,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,-2,-1.02,-100,NA,FALSE,FALSE,2,5,1,1.25,NA,NA,0.51,0.64,NA,NA,1.02,2.55,0,0,7,0
FL,202133,0,TRUE,59,NA,NA,39055,0,151.07,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
FR,202133,0,TRUE,453,NA,NA,329809,0,137.35,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
GE,202133,1,TRUE,753,1,100,509448,0.2,147.81,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,0,0,FALSE,FALSE,2,2,1,0.5,NA,NA,0.2,0.1,NA,NA,0.39,0.39,1,0,7,0
GL,202133,0,TRUE,69,NA,NA,41190,0,167.52,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
GR,202133,2,TRUE,190,1,100,201376,0.99,94.35,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,2,0.99,NA,NA,FALSE,FALSE,2,2,1,0.5,NA,NA,0.5,0.25,NA,NA,0.99,0.99,2,0,7,0
JU,202133,0,TRUE,61,NA,NA,73798,0,82.66,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
LU,202133,0,TRUE,337,NA,NA,420326,0,80.18,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,-3,-0.71,-100,NA,FALSE,FALSE,3,4,1.5,1,NA,NA,0.36,0.24,NA,NA,0.71,0.95,0,0,7,0
NE,202133,0,TRUE,357,NA,NA,176166,0,202.65,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
NW,202133,0,TRUE,23,NA,NA,43894,0,52.4,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
OW,202133,0,TRUE,38,NA,NA,38435,0,98.87,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SG,202133,1,TRUE,726,1,100,519245,0.19,139.82,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,-1,-0.2,-50,0,FALSE,FALSE,3,4,1.5,1,NA,NA,0.29,0.19,NA,NA,0.58,0.77,1,0,7,0
SH,202133,0,TRUE,71,NA,NA,83995,0,84.53,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SO,202133,1,TRUE,276,1,100,280245,0.36,98.49,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,1,0.36,NA,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,0.18,0.09,NA,NA,0.36,0.36,1,0,7,0
SZ,202133,0,TRUE,222,NA,NA,163689,0,135.62,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
TG,202133,1,TRUE,429,1,100,285964,0.35,150.02,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,1,0.35,NA,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,0.17,0.09,NA,NA,0.35,0.35,1,0,7,0
TI,202133,0,TRUE,889,NA,NA,352181,0,252.43,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,-1,-0.28,-100,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,0.14,0.14,NA,NA,0.28,0.57,0,0,7,0
UR,202133,0,TRUE,50,NA,NA,37047,0,134.96,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
VD,202133,1,TRUE,1019,1,100,822968,0.12,123.82,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,0,0,FALSE,FALSE,2,2,1,0.5,NA,NA,0.12,0.06,NA,NA,0.24,0.24,1,0,7,0
VS,202133,0,TRUE,672,NA,NA,353209,0,190.26,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
ZG,202133,1,TRUE,97,1,100,129787,0.77,74.74,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,1,0.77,NA,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,0.39,0.39,NA,NA,0.77,1.54,1,0,7,0
ZH,202133,6,TRUE,1404,1,100,1564662,0.38,89.73,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-33,3,0.19,100,0,FALSE,FALSE,9,12,4.5,3,NA,NA,0.29,0.19,NA,NA,0.58,0.77,6,0,7,0
AG,202134,3,TRUE,684,1,100,703086,0.43,97.29,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-34,0,0,0,0,FALSE,FALSE,6,7,3,1.75,NA,NA,0.43,0.25,NA,NA,0.85,1,3,0,7,1
AI,202134,0,TRUE,16,NA,NA,16360,0,97.8,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-34,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
AR,202134,0,TRUE,64,NA,NA,55585,0,115.14,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-34,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
BE,202134,11,TRUE,1123,1,100,1047473,1.05,107.21,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-34,6,0.57,120,0,FALSE,FALSE,16,16,8,4,NA,NA,0.76,0.38,NA,NA,1.53,1.53,11,0,7,0
BL,202134,0,TRUE,224,NA,NA,292817,0,76.5,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-34,-3,-1.02,-100,NA,FALSE,FALSE,3,5,1.5,1.25,NA,NA,0.51,0.43,NA,NA,1.02,1.71,0,0,7,0
BS,202134,2,TRUE,218,1,100,196036,1.02,111.2,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-34,2,1.02,NA,NA,FALSE,FALSE,2,5,1,1.25,NA,NA,0.51,0.64,NA,NA,1.02,2.55,2,0,7,0
FL,202134,0,TRUE,59,NA,NA,39055,0,151.07,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-34,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
FR,202134,0,TRUE,453,NA,NA,329809,0,137.35,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-34,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
GE,202134,0,TRUE,753,NA,NA,509448,0,147.81,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-34,-1,-0.2,-100,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,0.1,0.1,NA,NA,0.2,0.39,0,0,7,0
GL,202134,0,TRUE,69,NA,NA,41190,0,167.52,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-34,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
GR,202134,0,TRUE,190,NA,NA,201376,0,94.35,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-34,-2,-0.99,-100,NA,FALSE,FALSE,2,2,1,0.5,NA,NA,0.5,0.25,NA,NA,0.99,0.99,0,0,7,0
JU,202134,1,TRUE,62,1,100,73798,1.36,84.01,COVID19Death,,2023-08-22_06-00-20,isoweek,2021-34,1,1.36,NA,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,0.68,0.34,NA,NA,1.36,1.36,1,0,7,0
