geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_2w,timeframe_4w,sum2w,sum4w,mean2w,mean4w,sumTotal_last2w,sumTotal_last4w,inzmean2w,inzmean4w,inzsumTotal_last2w,inzsumTotal_last4w,inzsum2w,inzsum4w,entries_letzter_stand,entries_neu_gemeldet,entries_diff_last_age,entries_diff_last
OW,202017,0,TRUE,0,NA,NA,38435,0,0,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-17,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SG,202017,4,TRUE,33,1,100,519245,0.77,6.36,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-17,-4,-0.77,-50,0,FALSE,FALSE,12,28,6,7,NA,NA,1.16,1.35,NA,NA,2.31,5.39,4,0,7,0
SH,202017,1,TRUE,2,1,100,83995,1.19,2.38,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-17,1,1.19,NA,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,0.6,0.6,NA,NA,1.19,2.38,1,0,7,0
SO,202017,4,TRUE,15,1,100,280245,1.43,5.35,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-17,0,0,0,0,FALSE,FALSE,8,13,4,3.25,NA,NA,1.43,1.16,NA,NA,2.85,4.64,4,0,7,0
SZ,202017,4,TRUE,20,1,100,163689,2.44,12.22,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-17,0,0,0,0,FALSE,FALSE,8,15,4,3.75,NA,NA,2.44,2.29,NA,NA,4.89,9.16,4,0,7,0
TG,202017,3,TRUE,17,1,100,285964,1.05,5.94,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-17,-2,-0.7,-40,0,FALSE,FALSE,8,15,4,3.75,NA,NA,1.4,1.31,NA,NA,2.8,5.25,3,0,7,0
TI,202017,24,TRUE,282,1,100,352181,6.81,80.07,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-17,-3,-0.86,-11.1,0,FALSE,FALSE,51,184,25.5,46,NA,NA,7.24,13.06,NA,NA,14.48,52.25,24,0,7,0
UR,202017,0,TRUE,5,NA,NA,37047,0,13.5,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-17,-1,-2.7,-100,NA,FALSE,FALSE,1,5,0.5,1.25,NA,NA,1.35,3.37,NA,NA,2.7,13.5,0,0,7,0
VD,202017,43,TRUE,279,1,100,822968,5.22,33.9,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-17,-1,-0.13,-2.3,0,FALSE,FALSE,87,210,43.5,52.5,NA,NA,5.29,6.38,NA,NA,10.57,25.52,43,0,7,0
VS,202017,22,TRUE,117,1,100,353209,6.23,33.12,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-17,7,1.98,46.7,0,FALSE,FALSE,37,93,18.5,23.25,NA,NA,5.24,6.58,NA,NA,10.48,26.33,22,0,7,0
ZG,202017,1,TRUE,8,1,100,129787,0.77,6.16,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-17,-1,-0.77,-50,0,FALSE,FALSE,3,7,1.5,1.75,NA,NA,1.16,1.35,NA,NA,2.31,5.39,1,0,7,0
ZH,202017,10,TRUE,112,1,100,1564662,0.64,7.16,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-17,-16,-1.02,-61.5,0,FALSE,FALSE,36,91,18,22.75,NA,NA,1.15,1.45,NA,NA,2.3,5.82,10,0,7,0
AG,202018,4,TRUE,39,1,100,703086,0.57,5.55,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-2,-0.28,-33.3,0,FALSE,FALSE,10,20,5,5,NA,NA,0.71,0.71,NA,NA,1.42,2.84,4,0,7,1
AI,202018,0,TRUE,0,NA,NA,16360,0,0,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
AR,202018,0,TRUE,3,NA,NA,55585,0,5.4,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
BE,202018,3,TRUE,90,1,100,1047473,0.29,8.59,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-9,-0.86,-75,0,FALSE,FALSE,15,57,7.5,14.25,NA,NA,0.72,1.36,NA,NA,1.43,5.44,3,0,7,0
BL,202018,3,TRUE,31,1,100,292817,1.02,10.59,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-1,-0.35,-25,0,FALSE,FALSE,7,12,3.5,3,NA,NA,1.2,1.02,NA,NA,2.39,4.1,3,0,7,0
BS,202018,2,TRUE,53,1,100,196036,1.02,27.04,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-3,-1.53,-60,0,FALSE,FALSE,7,23,3.5,5.75,NA,NA,1.79,2.93,NA,NA,3.57,11.73,2,0,7,0
FL,202018,0,TRUE,1,NA,NA,39055,0,2.56,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
FR,202018,2,TRUE,81,1,100,329809,0.61,24.56,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-3,-0.91,-60,0,FALSE,FALSE,7,41,3.5,10.25,NA,NA,1.06,3.11,NA,NA,2.12,12.43,2,0,7,0
GE,202018,13,TRUE,266,1,100,509448,2.55,52.21,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-18,-3.54,-58.1,0,FALSE,FALSE,44,156,22,39,NA,NA,4.32,7.66,NA,NA,8.64,30.62,13,0,7,0
GL,202018,4,TRUE,12,1,100,41190,9.71,29.13,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,2,4.85,100,0,FALSE,FALSE,6,10,3,2.5,NA,NA,7.28,6.07,NA,NA,14.57,24.28,4,0,7,0
GR,202018,1,TRUE,42,1,100,201376,0.5,20.86,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-1,-0.49,-50,0,FALSE,FALSE,3,10,1.5,2.5,NA,NA,0.74,1.24,NA,NA,1.49,4.97,1,0,7,0
JU,202018,1,TRUE,4,1,100,73798,1.36,5.42,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,1,1.36,NA,NA,FALSE,FALSE,1,4,0.5,1,NA,NA,0.68,1.36,NA,NA,1.36,5.42,1,0,7,0
LU,202018,2,TRUE,20,1,100,420326,0.48,4.76,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,0,0,0,0,FALSE,FALSE,4,11,2,2.75,NA,NA,0.48,0.65,NA,NA,0.95,2.62,2,0,7,0
NE,202018,5,TRUE,50,1,100,176166,2.84,28.38,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-4,-2.27,-44.4,0,FALSE,FALSE,14,31,7,7.75,NA,NA,3.97,4.4,NA,NA,7.95,17.6,5,0,7,0
NW,202018,0,TRUE,3,NA,NA,43894,0,6.83,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,0,0,NA,NA,FALSE,FALSE,0,3,0,0.75,NA,NA,0,1.71,NA,NA,0,6.83,0,0,7,0
OW,202018,0,TRUE,0,NA,NA,38435,0,0,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SG,202018,1,TRUE,34,1,100,519245,0.19,6.55,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-3,-0.58,-75,0,FALSE,FALSE,5,23,2.5,5.75,NA,NA,0.48,1.11,NA,NA,0.96,4.43,1,0,7,0
SH,202018,0,TRUE,2,NA,NA,83995,0,2.38,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-1,-1.19,-100,NA,FALSE,FALSE,1,1,0.5,0.25,NA,NA,0.6,0.3,NA,NA,1.19,1.19,0,0,7,0
SO,202018,0,TRUE,15,NA,NA,280245,0,5.35,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-4,-1.43,-100,NA,FALSE,FALSE,4,12,2,3,NA,NA,0.71,1.07,NA,NA,1.43,4.28,0,0,7,0
SZ,202018,3,TRUE,23,1,100,163689,1.83,14.05,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-1,-0.61,-25,0,FALSE,FALSE,7,17,3.5,4.25,NA,NA,2.14,2.6,NA,NA,4.28,10.39,3,0,7,0
TG,202018,0,TRUE,17,NA,NA,285964,0,5.94,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-3,-1.05,-100,NA,FALSE,FALSE,3,9,1.5,2.25,NA,NA,0.52,0.79,NA,NA,1.05,3.15,0,0,7,0
TI,202018,11,TRUE,293,1,100,352181,3.12,83.2,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-13,-3.69,-54.2,0,FALSE,FALSE,35,115,17.5,28.75,NA,NA,4.97,8.16,NA,NA,9.94,32.65,11,0,7,0
UR,202018,1,TRUE,6,1,100,37047,2.7,16.2,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,1,2.7,NA,NA,FALSE,FALSE,1,4,0.5,1,NA,NA,1.35,2.7,NA,NA,2.7,10.8,1,0,7,0
VD,202018,18,TRUE,297,1,100,822968,2.19,36.09,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-25,-3.03,-58.1,0,FALSE,FALSE,61,158,30.5,39.5,NA,NA,3.71,4.8,NA,NA,7.41,19.2,18,0,7,0
VS,202018,8,TRUE,125,1,100,353209,2.26,35.39,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-14,-3.97,-63.6,0,FALSE,FALSE,30,76,15,19,NA,NA,4.25,5.38,NA,NA,8.49,21.52,8,0,7,0
ZG,202018,0,TRUE,8,NA,NA,129787,0,6.16,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-1,-0.77,-100,NA,FALSE,FALSE,1,5,0.5,1.25,NA,NA,0.39,0.96,NA,NA,0.77,3.85,0,0,7,0
ZH,202018,8,TRUE,120,1,100,1564662,0.51,7.67,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-18,-2,-0.13,-20,0,FALSE,FALSE,18,71,9,17.75,NA,NA,0.58,1.13,NA,NA,1.15,4.54,8,0,7,0
AG,202019,3,TRUE,42,1,100,703086,0.43,5.97,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,-1,-0.14,-25,0,FALSE,FALSE,7,16,3.5,4,NA,NA,0.5,0.57,NA,NA,1,2.28,3,0,7,1
AI,202019,0,TRUE,0,NA,NA,16360,0,0,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
AR,202019,0,TRUE,3,NA,NA,55585,0,5.4,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
BE,202019,2,TRUE,92,1,100,1047473,0.19,8.78,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,-1,-0.1,-33.3,0,FALSE,FALSE,5,34,2.5,8.5,NA,NA,0.24,0.81,NA,NA,0.48,3.25,2,0,7,0
BL,202019,2,TRUE,33,1,100,292817,0.68,11.27,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,-1,-0.34,-33.3,0,FALSE,FALSE,5,9,2.5,2.25,NA,NA,0.85,0.77,NA,NA,1.71,3.07,2,0,7,0
BS,202019,0,TRUE,53,NA,NA,196036,0,27.04,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,-2,-1.02,-100,NA,FALSE,FALSE,2,15,1,3.75,NA,NA,0.51,1.91,NA,NA,1.02,7.65,0,0,7,0
FL,202019,0,TRUE,1,NA,NA,39055,0,2.56,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
FR,202019,4,TRUE,85,1,100,329809,1.21,25.77,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,2,0.6,100,0,FALSE,FALSE,6,28,3,7,NA,NA,0.91,2.12,NA,NA,1.82,8.49,4,0,7,0
GE,202019,12,TRUE,278,1,100,509448,2.36,54.57,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,-1,-0.19,-7.7,0,FALSE,FALSE,25,93,12.5,23.25,NA,NA,2.45,4.56,NA,NA,4.91,18.26,12,0,7,0
GL,202019,0,TRUE,12,NA,NA,41190,0,29.13,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,-4,-9.71,-100,NA,FALSE,FALSE,4,10,2,2.5,NA,NA,4.86,6.07,NA,NA,9.71,24.28,0,0,7,0
GR,202019,2,TRUE,44,1,100,201376,0.99,21.85,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,1,0.49,100,0,FALSE,FALSE,3,10,1.5,2.5,NA,NA,0.74,1.24,NA,NA,1.49,4.97,2,0,7,0
JU,202019,0,TRUE,4,NA,NA,73798,0,5.42,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,-1,-1.36,-100,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,0.68,0.68,NA,NA,1.36,2.71,0,0,7,0
LU,202019,0,TRUE,20,NA,NA,420326,0,4.76,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,-2,-0.48,-100,NA,FALSE,FALSE,2,8,1,2,NA,NA,0.24,0.48,NA,NA,0.48,1.9,0,0,7,0
NE,202019,1,TRUE,51,1,100,176166,0.57,28.95,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,-4,-2.27,-80,0,FALSE,FALSE,6,23,3,5.75,NA,NA,1.7,3.26,NA,NA,3.41,13.06,1,0,7,0
NW,202019,0,TRUE,3,NA,NA,43894,0,6.83,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,0,0,NA,NA,FALSE,FALSE,0,2,0,0.5,NA,NA,0,1.14,NA,NA,0,4.56,0,0,7,0
OW,202019,0,TRUE,0,NA,NA,38435,0,0,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SG,202019,2,TRUE,36,1,100,519245,0.39,6.93,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,1,0.2,100,0,FALSE,FALSE,3,15,1.5,3.75,NA,NA,0.29,0.72,NA,NA,0.58,2.89,2,0,7,0
SH,202019,0,TRUE,2,NA,NA,83995,0,2.38,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.3,NA,NA,0,1.19,0,0,7,0
SO,202019,0,TRUE,15,NA,NA,280245,0,5.35,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,0,0,NA,NA,FALSE,FALSE,0,8,0,2,NA,NA,0,0.71,NA,NA,0,2.85,0,0,7,0
SZ,202019,0,TRUE,23,NA,NA,163689,0,14.05,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,-3,-1.83,-100,NA,FALSE,FALSE,3,11,1.5,2.75,NA,NA,0.92,1.68,NA,NA,1.83,6.72,0,0,7,0
TG,202019,0,TRUE,17,NA,NA,285964,0,5.94,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,0,0,NA,NA,FALSE,FALSE,0,8,0,2,NA,NA,0,0.7,NA,NA,0,2.8,0,0,7,0
TI,202019,14,TRUE,307,1,100,352181,3.98,87.17,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,3,0.86,27.3,0,FALSE,FALSE,25,76,12.5,19,NA,NA,3.55,5.39,NA,NA,7.1,21.58,14,0,7,0
UR,202019,1,TRUE,7,1,100,37047,2.7,18.89,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,0,0,0,0,FALSE,FALSE,2,3,1,0.75,NA,NA,2.7,2.02,NA,NA,5.4,8.1,1,0,7,0
VD,202019,2,TRUE,299,1,100,822968,0.24,36.33,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,-16,-1.95,-88.9,0,FALSE,FALSE,20,107,10,26.75,NA,NA,1.22,3.25,NA,NA,2.43,13,2,0,7,0
VS,202019,6,TRUE,131,1,100,353209,1.7,37.09,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,-2,-0.56,-25,0,FALSE,FALSE,14,51,7,12.75,NA,NA,1.98,3.61,NA,NA,3.96,14.44,6,0,7,0
ZG,202019,0,TRUE,8,NA,NA,129787,0,6.16,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,0,0,NA,NA,FALSE,FALSE,0,3,0,0.75,NA,NA,0,0.58,NA,NA,0,2.31,0,0,7,0
ZH,202019,3,TRUE,123,1,100,1564662,0.19,7.86,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-19,-5,-0.32,-62.5,0,FALSE,FALSE,11,47,5.5,11.75,NA,NA,0.35,0.75,NA,NA,0.7,3,3,0,7,0
AG,202020,2,TRUE,44,1,100,703086,0.28,6.26,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,-1,-0.15,-33.3,0,FALSE,FALSE,5,15,2.5,3.75,NA,NA,0.36,0.53,NA,NA,0.71,2.13,2,0,7,1
AI,202020,0,TRUE,0,NA,NA,16360,0,0,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
AR,202020,0,TRUE,3,NA,NA,55585,0,5.4,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
BE,202020,0,TRUE,92,NA,NA,1047473,0,8.78,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,-2,-0.19,-100,NA,FALSE,FALSE,2,17,1,4.25,NA,NA,0.1,0.41,NA,NA,0.19,1.62,0,0,7,0
BL,202020,1,TRUE,34,1,100,292817,0.34,11.61,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,-1,-0.34,-50,0,FALSE,FALSE,3,10,1.5,2.5,NA,NA,0.51,0.85,NA,NA,1.02,3.42,1,0,7,0
BS,202020,0,TRUE,53,NA,NA,196036,0,27.04,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,NA,NA,FALSE,FALSE,0,7,0,1.75,NA,NA,0,0.89,NA,NA,0,3.57,0,0,7,0
FL,202020,0,TRUE,1,NA,NA,39055,0,2.56,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
FR,202020,1,TRUE,86,1,100,329809,0.3,26.08,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,-3,-0.91,-75,0,FALSE,FALSE,5,12,2.5,3,NA,NA,0.76,0.91,NA,NA,1.52,3.64,1,0,7,0
GE,202020,4,TRUE,282,1,100,509448,0.79,55.35,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,-8,-1.57,-66.7,0,FALSE,FALSE,16,60,8,15,NA,NA,1.57,2.94,NA,NA,3.14,11.78,4,0,7,0
GL,202020,0,TRUE,12,NA,NA,41190,0,29.13,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,NA,NA,FALSE,FALSE,0,6,0,1.5,NA,NA,0,3.64,NA,NA,0,14.57,0,0,7,0
GR,202020,2,TRUE,46,1,100,201376,0.99,22.84,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,0,0,FALSE,FALSE,4,7,2,1.75,NA,NA,0.99,0.87,NA,NA,1.99,3.48,2,0,7,0
JU,202020,0,TRUE,4,NA,NA,73798,0,5.42,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.34,NA,NA,0,1.36,0,0,7,0
LU,202020,0,TRUE,20,NA,NA,420326,0,4.76,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,NA,NA,FALSE,FALSE,0,4,0,1,NA,NA,0,0.24,NA,NA,0,0.95,0,0,7,0
NE,202020,1,TRUE,52,1,100,176166,0.57,29.52,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,0,0,FALSE,FALSE,2,16,1,4,NA,NA,0.57,2.27,NA,NA,1.14,9.08,1,0,7,0
NW,202020,0,TRUE,3,NA,NA,43894,0,6.83,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
OW,202020,0,TRUE,0,NA,NA,38435,0,0,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
SG,202020,0,TRUE,36,NA,NA,519245,0,6.93,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,-2,-0.39,-100,NA,FALSE,FALSE,2,7,1,1.75,NA,NA,0.19,0.34,NA,NA,0.39,1.35,0,0,7,0
SH,202020,0,TRUE,2,NA,NA,83995,0,2.38,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.3,NA,NA,0,1.19,0,0,7,0
SO,202020,1,TRUE,16,1,100,280245,0.36,5.71,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,1,0.36,NA,NA,FALSE,FALSE,1,5,0.5,1.25,NA,NA,0.18,0.45,NA,NA,0.36,1.78,1,0,7,0
SZ,202020,0,TRUE,23,NA,NA,163689,0,14.05,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,NA,NA,FALSE,FALSE,0,7,0,1.75,NA,NA,0,1.07,NA,NA,0,4.28,0,0,7,0
TG,202020,0,TRUE,17,NA,NA,285964,0,5.94,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,NA,NA,FALSE,FALSE,0,3,0,0.75,NA,NA,0,0.26,NA,NA,0,1.05,0,0,7,0
TI,202020,2,TRUE,309,1,100,352181,0.57,87.74,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,-12,-3.41,-85.7,0,FALSE,FALSE,16,51,8,12.75,NA,NA,2.27,3.62,NA,NA,4.54,14.48,2,0,7,0
UR,202020,0,TRUE,7,NA,NA,37047,0,18.89,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,-1,-2.7,-100,NA,FALSE,FALSE,1,2,0.5,0.5,NA,NA,1.35,1.35,NA,NA,2.7,5.4,0,0,7,0
VD,202020,1,TRUE,300,1,100,822968,0.12,36.45,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,-1,-0.12,-50,0,FALSE,FALSE,3,64,1.5,16,NA,NA,0.18,1.94,NA,NA,0.36,7.78,1,0,7,0
VS,202020,2,TRUE,133,1,100,353209,0.57,37.65,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,-4,-1.13,-66.7,0,FALSE,FALSE,8,38,4,9.5,NA,NA,1.13,2.69,NA,NA,2.26,10.76,2,0,7,0
ZG,202020,0,TRUE,8,NA,NA,129787,0,6.16,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.19,NA,NA,0,0.77,0,0,7,0
ZH,202020,1,TRUE,124,1,100,1564662,0.06,7.93,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-20,-2,-0.13,-66.7,0,FALSE,FALSE,4,22,2,5.5,NA,NA,0.13,0.35,NA,NA,0.26,1.41,1,0,7,0
AG,202021,0,TRUE,44,NA,NA,703086,0,6.26,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,-2,-0.28,-100,NA,FALSE,FALSE,2,9,1,2.25,NA,NA,0.14,0.32,NA,NA,0.28,1.28,0,0,7,1
AI,202021,0,TRUE,0,NA,NA,16360,0,0,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
AR,202021,0,TRUE,3,NA,NA,55585,0,5.4,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
BE,202021,1,TRUE,93,1,100,1047473,0.1,8.88,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,1,0.1,NA,NA,FALSE,FALSE,1,6,0.5,1.5,NA,NA,0.05,0.14,NA,NA,0.1,0.57,1,0,7,0
BL,202021,0,TRUE,34,NA,NA,292817,0,11.61,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,-1,-0.34,-100,NA,FALSE,FALSE,1,6,0.5,1.5,NA,NA,0.17,0.51,NA,NA,0.34,2.05,0,0,7,0
BS,202021,0,TRUE,53,NA,NA,196036,0,27.04,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,0,0,NA,NA,FALSE,FALSE,0,2,0,0.5,NA,NA,0,0.26,NA,NA,0,1.02,0,0,7,0
FL,202021,0,TRUE,1,NA,NA,39055,0,2.56,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
FR,202021,0,TRUE,86,NA,NA,329809,0,26.08,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,-1,-0.3,-100,NA,FALSE,FALSE,1,7,0.5,1.75,NA,NA,0.15,0.53,NA,NA,0.3,2.12,0,0,7,0
GE,202021,4,TRUE,286,1,100,509448,0.79,56.14,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,0,0,0,0,FALSE,FALSE,8,33,4,8.25,NA,NA,0.79,1.62,NA,NA,1.57,6.48,4,0,7,0
GL,202021,0,TRUE,12,NA,NA,41190,0,29.13,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,0,0,NA,NA,FALSE,FALSE,0,4,0,1,NA,NA,0,2.43,NA,NA,0,9.71,0,0,7,0
GR,202021,0,TRUE,46,NA,NA,201376,0,22.84,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,-2,-0.99,-100,NA,FALSE,FALSE,2,5,1,1.25,NA,NA,0.5,0.62,NA,NA,0.99,2.48,0,0,7,0
JU,202021,0,TRUE,4,NA,NA,73798,0,5.42,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,0,0,NA,NA,FALSE,FALSE,0,1,0,0.25,NA,NA,0,0.34,NA,NA,0,1.36,0,0,7,0
LU,202021,0,TRUE,20,NA,NA,420326,0,4.76,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,0,0,NA,NA,FALSE,FALSE,0,2,0,0.5,NA,NA,0,0.12,NA,NA,0,0.48,0,0,7,0
NE,202021,0,TRUE,52,NA,NA,176166,0,29.52,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,-1,-0.57,-100,NA,FALSE,FALSE,1,7,0.5,1.75,NA,NA,0.28,0.99,NA,NA,0.57,3.97,0,0,7,0
NW,202021,0,TRUE,3,NA,NA,43894,0,6.83,COVID19Death,,2023-08-22_06-00-20,isoweek,2020-21,0,0,NA,NA,FALSE,FALSE,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,7,0
